Ticker,Company Name,Field,Info,Address,Website
VC9,CTCP Xây dựng Số 9,Xây dựng và Bất động sản,"Công ty Cổ phần xây dựng số 9 (VC9), được thành lập năm 1977 trên cơ sở hợp nhất Xí nghiệp Xây dựng số 9 trực thuộc Công ty Xây dựng Xuân Hoà và Đội ván khuân trượt Công trường K3 thuộc Công ty Xây dựng số 5. Năm 2004, Công ty chuyển đổi mô hình kinh doanh hoạt động là Công ty Cổ phần với số vốn điều lệ ban đầu là 21 tỷ đồng. Vốn điều lệ hiện tại của Công ty là 120 tỷ đồng. Lĩnh vực kinh doanh chính của công ty là thi công các công trình dân dụng và công nghiệp; sản xuất kinh doanh vật liệu xây dựng; kinh doanh vật liệu xây dựng; Kinh doanh phát triển khu đô thị mới, hạ tầng khu công nghiệp và kinh doanh bất động sản; Sản xuất, kinh doanh vật liệu xây dựng... Ngày 05/11/2009, VC9 chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).",Tầng 4&5 - Tòa nhà Vinaconex 9 - HH2-2 Phạm Hùng - Nam Từ Liêm - Hà Nội,http://vinaconex-9.vn
VCS,CTCP Vicostone,Sản xuất sản phẩm khoáng chất phi kim,"Vicostone là một trong những công ty tiên phong trong lĩnh vực sản xuất đá thạch anh tại khu vực châu Á, được thành lập tháng 12 năm 2002. Với hệ thống các đại lý phân phối trên toàn cầu, sản phẩm của VICOSTONE đã hiện diện tại khắp các châu lục. Niêm yết cổ phiếu tại Sở Giao dịch chứng khoán Hà Nội (HNX), chính thức khai trương phiên giao dịch đầu tiên ngày 17/12/2007. Lĩnh vực hoạt động chính của doanh nghiệp bao gồm: Sản xuất công nghiệp, Nghiên cứu khoa học, Bất động sản, Công nghệ, Giáo dục và đào tạo, Tư vấn xây lắp, Thương mại & dịch vụ...",Khu công nghệ cao Hòa Lạc - X. Thạch Hòa - H. Thạch Thất - Tp. Hà Nội,https://vicostone.com/vi-vn/
VGS,CTCP Ống thép Việt Đức VG PIPE,Sản xuất các sản phẩm kim loại cơ bản,"Công ty Cổ phần Ống thép Việt Đức VG PIPE (VGS), tiền thân là Nhà máy Ống thép Việt Đức được thành lập năm 2002. Ống thép Việt Đức là doanh nghiệp hàng đầu trong công nghiệp sản xuất ống thép tại Việt Nam. Sản phẩm bao gồm: ống thép đen tròn (vuông, chữ nhật), ống thép đen tròn cỡ lớn chịu áp lực cao, ống thép mạ kẽm nhúng nóng, thép nguội cán, bu lông ốc vít . Hiện nay Ống thép Việt Đức đang sở hữu 10 dây chuyền sản xuất ống thép đen cỡ nhỏ, 2 dây chuyền sản xuất ống thép mạ kẽm công nghệ hiện đại của Mỹ, Đức và Đài loan. Ngày 04/12/2008, VGS chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).",KCN Bình Xuyên - TT. Đạo Đức - H. Bình Xuyên - T. Vĩnh Phúc,http://www.vgpipe.com.vn
VHE,CTCP Dược liệu và Thực phẩm Việt Nam,Sản xuất thực phẩm,"Ngày 25/04/2016, Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam được thành lập với vốn điều lệ ban đầu 20 tỷ đồng. Lĩnh vực kinh doanh chính bao gồm Xuất khẩu thảo dược (quế, hồi, thảo quả), hồ tiêu; Sản xuất nước uống thảo dược. Năm 2019, cổ phiếu công ty giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX). Công ty hiện đang quản lý vận hành dây chuyền sản xuất nước uống thảo dược với công suất lên đến 8,000 chai ...","Số 277 đường Vạn Xuân - X. Hạ Mỗ - H. Đan Phượng - Tp. Hà Nội, Việt Nam",http://www.vinaherbfoods.com/
VIG,CTCP Chứng khoán Thương mại và Công nghiệp Việt Nam,Tài chính và bảo hiểm,"Ngày 11/01/2008, Công ty Cổ phần Chứng khoán Thương mại và Công nghiệp Việt Nam được chính thức thành lập. Năm 2009, niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX). Lĩnh vực kinh doanh: Môi giới chứng khoán; Tự doanh chứng khoán; Tư vấn đầu tư chứng khoán; Lưu ký chứng khoán; Bảo lãnh phát hành chứng khoán. Cổ đông sáng lập của công ty là các Tổng Công ty nhà nước như Tổng Công ty Hóa chất Việt Nam, Tổng Công ty Giấy Việt Nam, Tổng Công ty Lắp máy Việt Nam với hàng trăm công ty thành viên. Đây là thị trường to lớn để công ty cung cấp dịch vụ.",Villa số 3 - Số 02 bis Nguyễn Thị Minh Khai - P.Đa Kao - Q.1 - Tp.HCM,http://vics.vn
VKC,CTCP Cáp - Nhựa Vĩnh Khánh,Bán buôn xe cơ giới và phụ tùng xe cơ giới,Công ty cổ phần Cáp Nhựa Vĩnh Khánh tiền thân là công ty là Xí nghiệp Tư Doanh Cao Su Nhựa Vĩnh Khánh được thành lập vào năm 1993 tại tỉnh Sông Bé (nay là tỉnh Bình Dương). Lĩnh vực hoạt động chính của Vĩnh Khánh là sản xuất và kinh doanh ống nhựa phục vụ ngành bưu chính viễn thông.,Số 854 Quốc lộ 1K - Kp. Châu Thới - P. Bình An - TP. Dĩ An - T. Bình Dương,http://www.vcom.com.vn
VTV,CTCP Năng lượng và Môi trường VICEM,Bán buôn kim loại và khoáng sản (trừ dầu khí),"CTCP VICEM Vật tư Vận tải Xi măng (VTV) thành lập năm 1990 và chuyển sang hoạt động theo mô hình cổ phần năm 2006. Hoạt động chính của công ty là kinh doanh các loại vật tư dùng cho ngành xi măng; kinh doanh vật liệu xây dựng, nhiên liệu (xăng, dầu, khí đốt); kinh doanh vận tải và dịch vụ vận tải; kinh doanh phụ tùng ô tô và bảo dưỡng sửa chữa ô tô; kinh doanh khai thác, chế biến các loại phụ gia và xỉ thải phục vụ cho sản xuất xi măng và các nhu cầu khác của xã hội... Hoạt động kinh doanh của VTV diễn ra trong nước và quốc tế khi thực hiện cung ứng than cho các Công ty xi măng thuộc VICEM.",Số 21B Cát Linh - P. Cát Linh - Q. Đống Đa - Tp. Hà Nội,http://www.vtvxm.vn
WSS,CTCP Chứng khoán Phố Wall,Tài chính và bảo hiểm,"CTCP Chứng khoán Phố Wall (WSS) được thành lập năm 2007 bởi các cổ đông là những doanh nghiệp có tiềm lực tài chính lớn, gồm có: CTCP Cáp và Vật liệu viễn thông (SACOM), Tổng Công ty Đức Giang và một số cổ đông cá nhân. Ngành nghề kinh doanh chính là môi giới chứng khoán; tự doanh chứng khoán; bảo lãnh phát hành chứng khoán; tư vấn tài chính và đầu tư chứng khoán; lưu ký chứng khoán... Hoạt động kinh doanh của Công ty trải khắp cả nước tuy nhiên hiện nay chủ yếu tập trung tại Hà Nội.",Tầng 9 Tòa nhà ICON4 - Số 243A Đê La Thành - P. Láng Thượng - Q. Đống Đa - Tp. Hà Nội,http://www.wss.com.vn
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
